TargetName	S1	S2	S3	S4
ARHGEF6	20	34	20	22
ARHGEF7	69	70	82	51
ARHGEF9	46	71	89	40
ARID1A	82	89	95	68
ARID1B	147	149	99	78
ARID2	51	45	41	52
ARID3A	12	35	22	16
ARID3B	19	32	26	22
ARID3C	20	34	23	24
ARID4A	36	69	81	43
ARID4B	53	59	38	40
ARID5A	17	33	16	27
ARID5B	17	33	37	19
ARIH1	61	103	101	80
ARIH2	46	55	48	39
ARIH2OS	14	28	14	14
ARL1	42	47	45	34
ARL10	45	55	80	36
ARL11	12	18	17	11
ARL13A	1	6	1	1
ARL13B	34	40	34	38
ARL14	21	35	22	18
ARL14EP	26	44	36	29
ARL14EPL	14	34	21	30
ARL15	15	25	49	23
ARL16	21	32	51	18
ARL17B,ARL17A,LOC107984156,LOC100996709	39	71	94	47
ARL2	77	98	128	90
ARL2-SNX15,SNX15	26	34	40	28
ARL2BP	58	71	71	52
ARL3	32	33	49	25
ARL4C	105	104	45	48
ARL4D	85	89	84	71
ARL5A	29	24	31	24
ARL5B	22	15	20	17
ARL5C	6	16	16	15
ARL6	26	30	44	22
ARL6IP1	257	211	285	244
ARL6IP4	82	84	76	68
ARL6IP5	50	57	98	35
ARL6IP6	80	78	32	61
ARL8A	53	108	136	92
ARL8B	59	74	77	64
ARL9	21	24	22	25
ARMC1	39	36	55	33
ARMC12	17	40	28	20
ARMC2	35	45	45	26
ARMC3	15	25	10	16
ARMC4	20	33	27	20
ARMC5	19	29	25	22
ARMC6	38	39	60	29
ARMC7	31	49	28	37
ARMC8	53	58	53	51
ARMC9	31	30	43	20
ARMCX1	42	78	91	37
ARMCX2	30	34	68	26
ARMCX3	70	96	90	69
ARMCX4	25	45	43	33
ARMCX5	29	51	45	19
ARMCX6	38	66	41	45
ARMH1,LOC105378690	32	27	26	18
ARMH2	18	31	19	15
ARMH3	45	47	44	24
ARMH4	75	76	99	52
ARMS2	9	14	13	13
ARMT1	14	32	13	18
ARNT	17	16	14	7
ARNT2	126	97	89	99
ARNTL	24	36	48	21
ARNTL2	36	21	65	21
ARPC1A	32	59	61	46
ARPC1B	13	39	12	23
ARPC2	68	72	107	46
ARPC3	48	66	76	48
ARPC4	69	64	95	44
ARPC5	61	86	148	86
ARPC5L	16	32	30	16
ARPIN	14	13	12	7
ARPP19	123	131	97	128
ARPP21	19	20	331	17
ARR3	16	129	20	10
ARRB1	21	55	126	61
ARRB2	54	70	70	30
ARRDC1	44	49	69	45
ARRDC2	13	22	14	15
ARRDC3	125	241	116	95
ARRDC4	28	45	22	16
ARRDC5	8	30	14	13
ARSA	23	34	30	16
ARSB	25	39	64	39
ARSD	37	40	23	25
ARSF	15	37	19	16
ARSG	21	39	26	16
ARSH	17	34	15	19
ARSI	10	33	6	16
ARSJ	19	24	14	9
ARSK	13	18	13	9
ARSL,ARSE	15	26	20	8
ART1	24	17	15	19
ART3	26	23	24	15
ART4	12	19	20	13
ART5	21	29	28	19
ARTN	7	23	14	12
ARV1	36	32	36	29
ARVCF	61	63	69	63
ARX	266	268	50	77
ASAH1	31	35	128	34
ASAH2B,ASAH2	22	25	25	17
ASAP1	79	60	32	44
ASAP2	80	75	44	55
ASAP3	38	54	43	28
ASB1	29	49	27	38
ASB10	10	24	14	15
ASB11	24	30	20	11
ASB12	25	29	23	9
ASB13	16	38	30	16
ASB14	9	17	12	9
ASB15	16	37	22	12
ASB16	11	16	13	13
ASB17	20	16	13	5
ASB18	19	23	21	19
ASB2	12	35	19	6
ASB4	8	31	14	15
ASB5	14	29	16	16
ASB6	39	48	36	26
ASB7	18	35	21	23
ASB8	44	60	48	31
ASB9	16	15	12	14
ASCC1	18	50	36	22
ASCC2	20	42	19	23
ASCC3	29	48	41	34
ASCL1	72	42	36	45
ASCL2	25	24	33	17
ASCL3	16	22	18	18
ASCL4	19	25	15	14
ASCL5	15	26	11	10
ASF1A	1	1	1	6
ASF1B	18	24	14	16
ASGR1	40	56	21	33
ASGR2	19	25	20	19
ASH1L	62	64	69	42
ASH2L	21	35	42	27
ASIC1	30	63	54	41
ASIC2	13	12	15	12
ASIC3	12	32	21	19
ASIC4	3	4	6	3
ASIC5	12	23	19	17
ASIP	11	19	14	9
ASL	29	42	23	37
ASMT	17	28	21	13
ASMTL	29	33	30	21
ASNS	79	34	60	37
ASNSD1	32	23	29	24
ASPA	18	24	26	27
ASPDH	15	17	20	12
ASPG	10	38	17	16
ASPH	86	128	91	95
ASPHD1	12	23	26	18
ASPM	66	35	19	47
ASPN	22	46	25	23
ASPRV1	24	44	44	34
ASPSCR1	31	46	39	51
ASRGL1	48	40	43	43
ASS1	59	78	36	38
ASTE1	20	22	17	18
ASTL	16	17	18	10
ASTN1	49	52	91	44
ASTN2	28	24	22	23
ASXL1	55	86	78	53
ASXL2	19	29	19	16
ASXL3	55	53	105	46
ASZ1	10	19	11	15
ATAD1	56	76	104	40
ATAD2	98	63	36	61
ATAD2B	56	65	43	48
ATAD3B,ATAD3A	101	79	95	83
ATAD3C	22	31	21	29
ATAD5	40	27	15	32
ATAT1	101	166	298	116
ATCAY	51	67	96	43
ATE1	34	47	36	27
ATF1	20	40	26	18
ATF2	101	140	136	95
ATF3	18	31	13	15
ATF4	139	210	234	200
ATF5	20	37	33	30
ATF6	62	51	40	40
ATF6B	42	57	53	38
ATF7,ATF7-NPFF	54	67	50	69
ATF7IP	83	94	91	79
ATF7IP2	18	25	21	24
ATG10	16	23	16	18
ATG101	28	49	39	22
ATG12	54	99	85	61
ATG13	52	61	65	61
ATG14	30	47	38	49
ATG16L1	24	38	44	33
ATG16L2	11	20	29	12
ATG2A	22	50	29	21
ATG2B	39	60	45	37
ATG3	48	59	59	59
ATG4A	18	34	26	15
ATG4B	77	79	96	71
ATG4C	27	38	41	15
ATG4D	20	41	22	37
ATG5	28	24	37	22
ATG7	28	36	29	33
ATG9A	25	40	53	30
ATG9B	18	39	17	26
ATIC	43	31	40	33
ATL1	46	59	106	48
ATL2	32	42	66	43
ATL3	32	53	26	29
ATM	50	56	43	28
ATMIN	51	54	59	49
ATN1	104	168	156	122
ATOH1	10	14	11	17
ATOH7	10	17	10	13
ATOH8	19	30	9	12
ATOX1	34	51	80	36
ATP10A	24	38	20	31
ATP10B	13	25	12	18
ATP10D	28	33	16	17
ATP11A	28	34	24	28
ATP11B	44	48	39	43
ATP11C	25	25	31	18
ATP12A	22	17	23	9
ATP13A1	44	75	41	48
ATP13A2	33	44	96	45
ATP13A3	37	42	66	28
ATP13A4	17	22	22	17
ATP13A5	10	23	13	18
ATP1A1	44	47	175	46
ATP1A2	152	121	13	80
ATP1A3	69	83	540	53
ATP1A4	19	24	13	17
ATP1B1	94	131	341	90
ATP1B2	88	129	119	64
ATP1B3	94	115	193	132
ATP1B4	11	45	21	16
ATP23	14	20	19	18
ATP2A1	14	23	17	19
ATP2A2	58	55	94	59
ATP2A3	18	17	23	9
ATP2B1	51	53	220	33
ATP2B2	26	47	119	32
ATP2B3	11	32	58	15
ATP2B4	161	117	71	62
ATP2C1	116	142	248	106
ATP2C2	18	35	19	22
ATP4A	33	37	24	27
ATP4B	20	23	14	13
ATP5F1A	164	211	345	210
ATP5F1B	199	244	338	222
ATP5F1C	136	173	173	136
ATP5F1D	60	97	107	85
ATP5IF1	65	83	87	57
ATP5MC1	36	60	65	80
ATP5MC2	210	327	251	295
ATP5MC3	86	115	117	77
ATP5MD	76	112	102	69
ATP5ME	104	122	106	85
ATP5MF	16	26	32	19
ATP5MG	97	100	124	119
ATP5MGL	13	39	21	12
ATP5MPL	65	89	107	76
ATP5PB	68	81	81	48
ATP5PD	57	80	68	67
ATP5PF	102	149	122	102
ATP5PO	151	186	201	227
ATP6AP1	43	80	136	58
ATP6AP1L	31	51	39	42
ATP6AP2	58	84	142	47
ATP6V0A1	47	102	150	69
ATP6V0A2	19	26	38	23
ATP6V0A4	9	22	27	12
ATP6V0B	53	54	133	65
ATP6V0C	92	157	191	77
ATP6V0D1	29	61	62	28
ATP6V0D2	14	20	11	8
ATP6V0E1	40	60	38	45
ATP6V0E2	70	82	196	101
ATP6V1A	37	61	82	22
ATP6V1B1	14	39	17	20
ATP6V1B2	64	84	123	62
ATP6V1C1	24	45	25	28
ATP6V1C2	12	23	18	12
ATP6V1D	41	63	70	39
ATP6V1E1	54	83	60	67
ATP6V1E2	20	22	22	23
ATP6V1F	48	79	79	67
ATP6V1FNB	19	35	25	26
ATP6V1G1	23	36	26	15
ATP6V1G2	21	51	109	49
ATP6V1G3	9	22	11	18
ATP6V1H	37	48	75	37
ATP7A	26	54	34	18
ATP7B	40	39	34	37
ATP8A1	73	71	93	32
ATP8A2	29	37	87	21
ATP8B1	9	27	21	13
ATP8B2	24	43	63	56
ATP8B3	15	30	25	19
ATP8B4	9	9	16	6
ATP9A	56	87	248	87
ATP9B	34	47	34	38
ATPAF1	55	80	50	45
ATPAF2	20	35	23	23
ATPSCKMT	64	55	43	42
ATR	31	39	44	25
ATRAID	26	41	19	32
ATRIP,ATRIP-TREX1,TREX1	13	23	10	19
ATRN	45	57	95	30
ATRNL1	126	244	196	107
ATRX	218	268	247	216
ATXN1	54	97	128	65
ATXN10	177	187	245	167
ATXN1L	31	34	40	23
ATXN2	78	98	122	88
ATXN2L	126	118	141	99
ATXN3	51	64	39	37
ATXN3L	19	23	16	8
ATXN7	35	49	52	30
ATXN7L1	31	45	80	17
ATXN7L2	22	28	27	35
ATXN7L3	33	53	93	50
ATXN7L3B	78	103	111	76
AUH	54	68	58	42
AUP1	16	19	20	17
AURKA	60	48	41	55
AURKAIP1	39	51	38	47
AURKB	65	44	18	48
AURKC	17	37	29	27
AUTS2	120	167	151	149
AVEN	28	33	46	37
AVIL	17	24	10	12
AVL9	27	44	61	21
AVP	5	16	26	19
AVPI1	11	23	21	16
AVPR1A	14	15	20	11
AVPR1B	19	15	28	24
AVPR2	23	18	20	17
AWAT1	14	21	16	11
AWAT2	17	34	17	14
AXDND1	8	17	18	8
AXIN1	27	40	34	29
AXIN2	24	36	61	44
AXL	25	45	13	31
AZGP1	12	21	15	14
AZI2	39	52	32	20
AZIN1	102	129	188	86
AZIN2	16	27	42	13
AZU1	7	43	31	27
B2M	30	65	25	34
B3GALNT1	60	56	164	49
B3GALNT2	26	39	23	35
B3GALT1	22	33	65	24
B3GALT2	17	29	104	19
B3GALT4,WDR46	14	25	25	16
B3GALT5	11	30	12	12
B3GALT6	22	29	51	17
B3GAT1	18	38	25	26
B3GAT2	10	33	23	36
B3GAT3	58	58	77	51
B3GLCT	8	23	14	22
B3GNT2	23	27	51	24
B3GNT3	15	23	12	19
B3GNT4,DIABLO	45	69	50	46
B3GNT5	34	28	29	20
B3GNT6	177	241	247	156
B3GNT7	19	19	19	14
B3GNT8	12	24	19	19
B3GNT9	13	22	21	13
B3GNTL1	13	26	27	12
B4GALNT1	30	39	46	27
B4GALNT2	13	32	14	17
B4GALNT3	24	23	30	25
B4GALNT4	38	33	69	45
B4GALT1	16	24	18	24
B4GALT2	47	57	162	48
B4GALT3	51	54	67	48
B4GALT4	19	30	33	19
B4GALT5	1316	1700	2281	1368
B4GALT6	17	23	25	15
B4GALT7	51	59	35	54
B4GAT1	54	61	103	53
B9D2	20	27	24	22
BAALC	17	22	43	34
BAAT	13	25	19	16
BABAM1	52	63	52	48
BABAM2	44	41	43	41
BACE1	39	56	93	34
BACE2	17	25	23	20
BACH1	57	97	61	50
BACH2	32	50	111	39
BAD	30	42	36	37
BAG1	19	19	30	14
BAG2	26	37	27	18
BAG3	36	48	20	25
BAG4	26	27	39	26
BAG5	41	52	41	42
BAGE3,BAGE2,BAGE	81	102	79	74
BAGE5,BAGE4	12	25	20	23
BAHCC1	90	91	74	52
BAHD1	22	42	36	26
BAIAP2	14	29	28	21
BAIAP2L1	13	21	16	6
BAIAP2L2	17	37	22	20
BAIAP3	21	26	31	21
BAK1	35	56	32	22
BAMBI	20	30	26	22
BANF1	132	141	157	114
BANF2	27	35	25	13
BANK1	25	28	22	21
BANP	39	35	42	45
BAP1	52	63	63	57
BARD1	48	44	37	27
BARHL1	14	27	21	17
BARHL2	19	25	20	25
BARX1	21	27	23	17
BARX2	10	36	27	24
BASP1	415	561	918	645
BATF	22	17	10	13
BATF2	11	23	14	13
BATF3	10	20	30	6
BAX	31	44	53	38
BAZ1A	51	41	17	41
BAZ1B	48	58	32	36
BAZ2A	28	68	52	35
BAZ2B	84	89	34	57
BBC3	138	205	159	175
BBIP1	52	72	56	48
BBOF1	17	16	14	11
BBOX1	11	23	19	10
BBS1	32	38	38	30
BBS10	43	48	37	18
BBS12	13	18	17	9
BBS2	40	43	41	34
BBS4	17	33	23	18
BBS5	24	35	26	17
BBS7	21	29	36	28
BBS9	54	53	35	29
BBX	40	49	27	48
BCAM	12	30	16	8
BCAN	367	134	19	52
BCAP31	42	60	78	34
BCAR1	20	32	29	27
BCAR3	20	38	16	24
BCAS1	17	29	21	22
BCAS2	43	46	60	35
BCAS3	34	37	42	47
BCAS4	25	29	39	17
BCAT1	32	63	35	33
BCAT2	1	1	1	1
BCCIP	68	87	44	66
BCDIN3D	7	18	14	10
BCHE	27	36	18	17
BCKDHA	50	55	35	38
BCKDHB	30	33	32	25
BCKDK	37	57	58	46
BCL10	18	47	28	31
BCL11A	73	107	213	87
BCL11B	126	167	141	127
BCL2	14	28	48	25
BCL2A1	12	16	23	12
BCL2L1	42	79	75	56
BCL2L10	30	30	22	24
BCL2L11	36	36	30	28
BCL2L12	22	34	24	27
BCL2L13	50	73	52	49
BCL2L14	23	50	33	27
BCL2L15	15	26	15	24
BCL2L2	69	99	86	75
BCL3	13	23	13	17
BCL6	14	27	15	12
BCL6B	22	36	22	20
BCL7A	53	104	172	70
BCL7B	22	42	43	26
BCL7C	83	92	80	85
BCL9	37	72	88	47
BCL9L,CXCR5	12	26	15	11
BCLAF1	93	90	78	80
BCLAF3	36	50	48	24
BCO1	12	32	16	27
BCO2	26	31	29	14
BCOR	32	37	26	35
BCORL1	30	40	32	20
BCR	40	53	59	39
BCS1L	20	30	37	22
BDH1	31	28	20	20
BDH2	41	44	23	28
BDKRB1	18	20	15	21
BDKRB2	20	51	32	20
BDNF	13	17	12	13
BDP1	36	50	53	27
BEAN1	17	33	33	21
BECN1	30	37	31	32
BECN2	8	10	14	10
BEGAIN	15	41	28	31
BEND2	10	33	24	2
BEND3	28	39	28	37
BEND4	23	68	26	43
BEND5	28	50	41	40
BEND6	12	26	25	15
BEND7	20	28	21	32
BEST2	29	56	44	36
BEST3	17	19	16	10
BEST4	10	16	14	8
BET1	25	41	32	28
BET1L	30	37	22	20
BEX1	82	142	292	114
BEX2	24	68	155	45
BEX3	75	159	113	120
BEX4	84	99	189	87
BEX5	111	27	43	21
BFAR	41	49	34	37
BFSP1	10	31	15	9
BFSP2	13	20	14	13
BGN	15	36	22	20
BHLHA15	17	28	18	23
BHLHB9,ARMCX5-GPRASP2	31	48	34	36
BHLHE22	8	22	136	40
BHLHE23	14	12	7	12
BHLHE40	16	31	32	13
BHLHE41	14	31	16	17
BHMT	9	70	11	21
BHMT2	16	25	22	13
BICC1	4	16	15	18
BICD1	96	120	102	151
BICD2	41	63	54	36
BICDL1	15	10	40	12
BICDL2	8	25	15	10
BICRA	52	48	41	43
BICRAL	28	61	44	37
BID	5	18	18	9
BIK	15	26	13	11
BIN1	41	60	107	42
BIN2	12	26	21	18
BIN3	16	17	18	12
BIRC2	51	86	43	37
BIRC3	4	7	8	2
BIRC5	162	139	221	138
BIRC6	62	86	73	57
BIRC7	18	29	26	21
BIRC8	4	19	12	14
BIVM	29	51	79	35
BLCAP	66	108	173	73
BLID	33	34	34	28
BLK	15	36	21	19
BLM	34	37	18	44
BLMH	50	57	45	43
BLNK	11	17	13	10
BLOC1S1	17	23	22	31
BLOC1S2	8	18	9	19
BLOC1S3	25	22	41	14
BLOC1S4	16	24	20	17
BLOC1S5	30	27	27	11
BLOC1S5-TXNDC5,TXNDC5	36	44	28	30
BLOC1S6	58	69	65	47
BLVRA	20	33	58	36
BLVRB	3	31	16	18
BLZF1	36	59	50	33
BMERB1	113	136	204	109
BMF	25	33	20	25
BMP1	35	40	24	34
BMP10	19	16	13	10
BMP15	15	16	10	11
BMP2	22	24	26	23
BMP2K	19	41	21	29
BMP3	21	48	24	24
BMP4	18	25	23	21
BMP5	16	26	17	21
BMP6	17	28	10	20
BMP7	50	53	15	57
BMP8A,BMP8B	8	13	6	11
BMPER	25	43	18	20
BMPR1A	27	63	42	40
BMPR1B	24	44	17	23
BMPR2	110	120	180	112
BMS1	31	46	32	38
BMT2	55	63	73	41
BMX	8	16	14	8
BNC1	7	30	22	20
BNC2	14	33	21	19
BNIP1	17	26	22	19
BNIP2	35	53	55	34
BNIP3	56	110	58	51
BNIP3L	132	194	195	117
BNIP5	10	29	24	10
BNIPL	14	19	19	16
BOC	18	59	24	75
BOD1	72	65	64	82
BOD1L1	50	66	50	27
BOD1L2	12	30	20	24
BOK	21	25	97	14
BOLA1	22	35	24	10
BOLA2B,BOLA2	36	56	59	41
BOLA3	10	27	20	22
BOLL	2	7	11	4
BOP1	20	25	29	28
BORA	15	28	16	9
BORCS5	27	44	36	27
BORCS6	16	48	38	23
BORCS7	27	39	39	28
BORCS7-ASMT,AS3MT	57	51	36	59
BORCS8	24	38	28	24
BPGM	33	50	35	31
BPHL	28	41	44	26
BPI	9	12	29	10
BPIFA1	16	26	22	10
BPIFA2	21	40	13	15
BPIFA3	12	21	22	15
BPIFB1	6	15	12	8
BPIFB2	10	24	10	16
BPIFB3	8	12	11	5
BPIFB4	10	21	15	12
BPIFB6	12	18	10	6
BPIFC	14	22	22	10
BPNT1	41	45	51	28
BPTF	40	53	41	44
BPY2C,BPY2B,BPY2	9	19	13	20
BRAF	77	120	92	68
BRAP	41	45	51	34
BRAT1	34	29	38	32
BRCA1	35	36	19	29
BRCA2	31	41	30	30
BRCC3	30	33	42	32
BRD1	35	49	45	44
BRD2	117	141	117	115
BRD3	97	98	157	100
BRD3OS	20	30	35	22
BRD4	69	88	85	89
BRD7	50	55	47	25
BRD8	82	81	65	98
BRD9	55	67	45	43
BRDT	19	18	11	16
BRF1	43	53	54	41
BRF2	18	42	37	15
BRI3	77	104	71	80
BRI3BP	30	40	42	21
BRICD5	6	7	9	4
BRINP1	26	38	34	9
BRINP2	26	72	23	36
BRINP3	37	40	24	26
BRIP1	34	19	10	25
BRIX1	40	52	36	26
BRK1	67	119	133	104
BRMS1	32	38	49	43
BRMS1L	25	23	43	24
BROX	57	69	52	41
BRPF1	30	32	36	22
BRPF3	57	63	63	57
BRS3	17	39	13	18
BRSK1	45	87	81	46
BRSK2	30	37	55	39
BRWD1	101	111	166	105
BRWD3	40	82	41	35
BSCL2,HNRNPUL2-BSCL2	17	47	33	48
BSDC1	49	66	66	60
BSG	139	161	243	146
BSN	48	67	125	49
BSND	12	21	19	10
BSPH1	8	19	11	13
BSPRY	29	30	31	23
BST1	16	20	13	13
BST2	5	26	20	10
BSX	12	15	18	11
BTAF1	49	62	67	58
BTBD1	36	45	73	39
BTBD10	43	81	94	73
BTBD11	13	14	27	14
BTBD16	3	29	9	7
BTBD17	12	20	5	14
BTBD18	21	35	28	18
BTBD19	20	38	21	22
BTBD2	94	99	171	98
BTBD3	39	50	29	33
BTBD6	57	80	134	88
BTBD7	29	37	32	41
BTBD8	10	8	17	8
BTBD9	33	34	60	40
BTC	11	26	16	25
BTD	17	34	33	21
BTF3	241	387	271	248
BTF3L4	78	112	154	88
BTG1	209	322	60	138
BTG2	75	60	23	33
BTG3	71	66	21	75
BTK	17	26	16	25
BTLA	7	12	16	4
BTN1A1	26	28	17	20
BTN2A1	48	58	45	34
BTN2A2	7	8	4	4
BTN3A1	35	50	36	16
BTN3A2	11	22	10	7
BTN3A3	8	6	7	5
BTNL2	5	7	9	5
BTNL3	8	14	11	8
BTNL8	13	25	13	10
BTNL9	16	19	14	12
BTRC	45	49	64	37
BUB1	50	27	20	27
BUB1B	52	32	20	31
BUB3	97	57	60	61
BUD13	34	31	28	22
BUD23	48	50	58	46
BUD31,PTCD1,ATP5MF-PTCD1	15	24	25	17
BVES	38	36	19	27
BYSL	11	28	21	18
BZW1	90	128	131	89
BZW2	48	71	125	47
C10orf105	5	2	1	1
C10orf120	6	25	15	15
C10orf126	16	34	16	28
C10orf143	14	27	15	11
C10orf53	12	24	13	17
C10orf62	17	20	19	17
C10orf67	16	21	13	9
C10orf71	21	16	27	13
C10orf82	23	26	21	21
C10orf88	28	58	44	29
C10orf90	15	28	16	19
C10orf95	19	28	11	24
C10orf99	18	24	12	19
C11orf1	20	24	16	14
C11orf16	15	36	18	20
C11orf21	15	24	16	19
C11orf24	19	40	55	25
C11orf42	9	29	23	7
C11orf45	15	22	20	18
C11orf49	70	56	73	60
C11orf53	9	22	19	13
C11orf54	1	2	1	3
C11orf58	78	106	107	119
C11orf65	14	29	16	17
C11orf68	30	38	45	29
C11orf71	20	13	13	10
C11orf74	14	28	36	11
C11orf80	72	69	103	43
C11orf86	19	27	15	25
C11orf87	18	35	64	18
C11orf88	21	33	16	18
C11orf91	10	24	18	8
C11orf94	13	24	12	22
C11orf95	102	130	230	170
C11orf96	55	79	51	42
C11orf97	12	17	12	15
C12orf10	36	76	75	48
C12orf29	32	46	41	35
C12orf4	23	32	39	21
C12orf42	11	10	13	6
C12orf43,HNF1A	19	31	26	21
C12orf45	26	34	49	31
C12orf49	36	47	44	35
C12orf50	12	29	16	15
C12orf54	7	17	7	6
C12orf56	8	23	15	9
C12orf57	141	167	189	135
C12orf60	22	27	17	17
C12orf65	40	45	34	29
C12orf66	13	16	23	6
C12orf71	14	22	28	18
C12orf73	15	30	27	22
C12orf74	13	18	12	12
C12orf75	14	20	35	17
C12orf76	29	41	58	28
C13orf42	12	26	11	11
C13orf46	23	35	24	28
C14orf119	30	45	29	25
C14orf132	56	112	94	76
C14orf177	10	7	7	3
C14orf178	24	31	18	14
C14orf180	14	21	27	12
C14orf28	20	21	34	25
C14orf39	19	22	14	13
C14orf93	13	32	15	15
C15orf39	10	29	18	18
C15orf40	40	52	41	37
C15orf41	13	35	20	35
C15orf48	29	60	43	29
C15orf61	22	38	30	30
C15orf62	12	17	22	28
C15orf65	15	20	22	21
C16orf46	19	18	16	14
C16orf54	12	21	18	11
C16orf58	58	69	68	53
C16orf70	23	36	34	22
C16orf71	11	26	25	18
C16orf72	14	10	14	6
C16orf74	7	26	11	18
C16orf78	25	21	21	19
C16orf82	20	27	17	12
C16orf86	13	23	18	19
C16orf87	54	61	81	50
C16orf89	6	24	16	22
C16orf90	8	28	15	13
C16orf91	25	36	28	25
C16orf92	6	17	7	4
C16orf95	25	33	28	26
C16orf96	15	24	19	10
C17orf100	18	30	36	21
C17orf107	14	26	23	15
C17orf113	14	36	27	14
C17orf49	49	69	68	64
C17orf50	5	15	11	4
C17orf58	16	37	61	25
C17orf64	7	6	6	4
C17orf67	17	20	18	9
C17orf75	44	57	36	52
C17orf78	19	18	19	17
C17orf80	34	38	35	27
C17orf98	4	18	11	10
C17orf99	13	25	22	16
C18orf21	31	43	57	45
C18orf25	37	51	48	31
C18orf54	43	28	29	25
C18orf63	11	23	16	18
C19orf12	26	53	34	34
C19orf18	7	13	8	6
C19orf25	30	43	29	34
C19orf33	12	18	23	20
C19orf38	13	21	15	15
C19orf44	18	30	23	25
C19orf47	42	45	49	38
C19orf48	39	36	28	40
C19orf53	36	68	48	39
C19orf54	19	38	23	26
C19orf57	32	26	29	15
C19orf67	10	17	10	4
C19orf71	18	31	23	21
C19orf73	9	35	18	11
C19orf81	16	43	19	23
C19orf84	9	13	14	13
C1D	22	45	33	21
C1GALT1	27	53	36	20
C1GALT1C1	25	35	30	15
C1GALT1C1L	11	17	18	14
C1orf100	11	21	13	14
C1orf105	12	20	14	7
C1orf109	38	62	36	24
C1orf112	25	42	30	37
C1orf115	30	22	61	27
C1orf116	18	29	21	19
C1orf122	37	57	47	57
C1orf127	13	12	16	21
C1orf131	22	22	28	23
C1orf141	12	27	18	14
C1orf146	9	20	23	12
C1orf158	14	12	16	10
C1orf159	42	65	57	31
C1orf162	23	35	17	16
C1orf167	48	41	27	17
C1orf174	30	56	42	42
C1orf185	26	21	31	15
C1orf189	20	21	15	10
C1orf194	12	19	10	15
C1orf198	47	52	38	53
C1orf21	29	40	48	33
C1orf210	2	5	6	12
C1orf216	56	59	170	38
C1orf226	30	47	27	44
C1orf232	12	18	15	4
C1orf35	29	41	30	36
C1orf43	36	78	59	53
C1orf50	42	66	50	35
C1orf52	17	14	21	10
C1orf53	15	27	9	18
C1orf54	8	18	9	12
C1orf56	16	33	30	24
C1orf61	361	438	134	335
C1orf68	14	30	24	9
C1orf74	12	29	14	19
C1orf87	14	28	19	16
C1orf94	11	12	19	11
C1QA	19	20	12	17
C1QB	26	46	42	25
C1QBP	63	80	118	85
C1QC	10	17	9	16
C1QL1	200	266	281	283
C1QL2	17	12	16	12
C1QL3	11	18	40	14
C1QL4	21	35	14	11
C1QTNF1	22	30	40	18
C1QTNF12	16	21	21	13
C1QTNF2	23	21	20	18
C1QTNF3-AMACR,AMACR	16	28	26	17
C1QTNF3-AMACR,C1QTNF3	49	35	19	26
C1QTNF4	41	42	93	55
C1QTNF6	11	19	36	20
C1QTNF7	8	18	15	13
C1QTNF8	14	29	21	13
C1QTNF9	6	14	7	4
C1QTNF9B	30	44	33	28
C1R	21	36	27	23
C1RL	12	36	23	24
C1S	10	27	18	12
C2	10	31	14	20
C20orf141	10	21	18	11
C20orf144	17	30	21	21
C20orf173	12	30	19	12
C20orf194	76	118	127	70
C20orf202	31	37	17	20
C20orf203	6	13	8	5
C20orf204	19	29	16	18
C20orf27	20	23	45	21
C20orf85	8	16	9	9
C20orf96	52	61	76	44
C21orf58	49	23	29	32
C21orf59-TCP10L,CFAP298	71	55	68	55
C21orf62	15	13	17	5
C21orf91	37	28	27	24
C22orf15	1	15	4	2
C22orf23	19	32	21	25
C22orf31	14	29	15	26
C22orf39	24	37	35	30
C22orf42	11	16	16	11
C2CD2	17	31	26	16
C2CD2L	17	20	22	15
C2CD3	37	39	42	34
C2CD4A	16	30	32	10
C2CD4B	13	24	6	10
C2CD4C	41	39	62	24
C2CD4D	27	31	22	17
C2CD5	45	61	52	38
C2CD6	15	21	17	14
C2orf15	12	19	18	17
C2orf16	13	22	18	8
C2orf42	29	43	41	33
C2orf49	43	42	35	30
C2orf50	3	13	6	10
C2orf66	29	35	25	21
C2orf68	20	36	35	33
C2orf69	38	48	50	33
C2orf72	87	72	61	49
C2orf73	6	17	11	10
C2orf74	14	45	42	29
C2orf76	21	18	19	20
C2orf78	11	25	14	13
C2orf80	14	24	42	14
C2orf81	8	38	23	23
C2orf83	6	17	15	7
C2orf88	17	28	16	19
C2orf91	12	24	14	16
C2orf92	6	24	14	11
C3	24	40	28	26
C3AR1	18	34	26	15
C3orf14	44	42	97	58
C3orf18	15	30	19	20
C3orf20	6	11	7	7
C3orf22	14	36	20	18
C3orf33	10	19	22	14
C3orf35	9	29	9	16
C3orf36	17	26	28	17
C3orf38	40	62	45	41
C3orf49	23	18	23	13
C3orf52	14	27	24	20
C3orf56	9	24	14	11
C3orf62	22	24	23	25
C3orf67	15	22	12	12
C3orf70	65	60	50	47
C3orf80	17	26	48	20
C3orf84	13	25	20	24
C3orf85	13	14	5	5
C4B_2,C4B,C4A,LOC110384692	22	46	30	21
C4BPA	12	20	13	10
C4BPB	24	34	22	17
C4orf17	10	31	25	27
C4orf19	18	26	21	11
C4orf3	58	75	93	67
C4orf33	16	30	20	16
C4orf36	9	20	13	6
C4orf45	13	26	28	24
C4orf46	159	115	85	110
C4orf47	14	21	18	17
C4orf48	41	49	74	36
C4orf50	10	19	38	16
