TargetName	S1	S2	S3	S4
SLC15A1	17	37	26	21
SLC15A2	37	30	22	25
SLC15A3	20	23	16	20
SLC15A4	26	31	35	17
SLC15A5	25	41	25	22
SLC16A1	84	91	67	67
SLC16A10	20	35	27	29
SLC16A11	29	28	18	29
SLC16A12	25	41	38	28
SLC16A13	22	41	30	20
SLC16A14	35	57	86	55
SLC16A2	29	34	68	25
SLC16A3	23	57	21	21
SLC16A4	22	22	21	14
SLC16A5	14	20	21	11
SLC16A6	16	29	22	14
SLC16A7	20	26	51	14
SLC16A8	16	29	22	25
SLC16A9	15	42	26	19
SLC17A1	19	20	20	6
SLC17A2	11	28	15	14
SLC17A3	12	20	16	17
SLC17A4	14	17	19	15
SLC17A5	27	28	28	25
SLC17A6	18	38	31	65
SLC17A7	8	12	25	26
SLC17A8	16	24	22	17
SLC17A9	30	31	17	32
SLC18A1	19	31	17	21
SLC18A2,PDZD8	13	25	23	19
SLC18A3	5	19	23	9
SLC18B1	36	46	36	36
SLC19A1,COL18A1	19	30	20	16
SLC19A2	17	31	37	13
SLC19A3	6	17	13	11
SLC1A1	22	39	89	21
SLC1A2	39	80	69	66
SLC1A3	99	94	18	123
SLC1A4	39	49	65	40
SLC1A5	38	58	35	38
SLC1A6	12	32	49	24
SLC1A7	18	19	20	12
SLC20A1	38	41	47	32
SLC20A2	15	32	28	22
SLC22A1	17	25	19	29
SLC22A10	7	18	10	13
SLC22A11	11	16	20	19
SLC22A12	12	13	14	7
SLC22A13	111	154	195	104
SLC22A14	14	35	25	18
SLC22A15	19	29	16	19
SLC22A16	23	21	13	12
SLC22A17	51	52	117	65
SLC22A18	15	24	23	14
SLC22A18AS	19	44	28	31
SLC22A2	15	23	10	10
SLC22A23	23	134	94	176
SLC22A24	14	25	30	26
SLC22A25	11	33	17	12
SLC22A3	13	16	17	8
SLC22A31	14	18	17	14
SLC22A4	19	16	38	8
SLC22A5	14	23	18	22
SLC22A6	9	15	17	10
SLC22A7	13	28	20	24
SLC22A8	25	31	22	16
SLC22A9	14	31	24	20
SLC23A1	9	21	8	10
SLC23A2	30	55	142	45
SLC23A3	15	22	20	16
SLC24A1	10	23	11	14
SLC24A2	11	35	36	21
SLC24A3	13	19	44	18
SLC24A4	13	12	15	17
SLC24A5	14	23	24	18
SLC25A1	41	63	51	33
SLC25A10	22	32	28	28
SLC25A11	62	43	61	49
SLC25A12	30	33	47	32
SLC25A13	32	43	28	24
SLC25A14	16	30	23	16
SLC25A15	22	42	30	17
SLC25A16	34	41	40	28
SLC25A17	26	33	39	25
SLC25A18	23	42	24	15
SLC25A19,LOC100287042	15	23	17	21
SLC25A2	9	23	16	6
SLC25A20	19	32	21	12
SLC25A21	27	27	17	12
SLC25A22	16	33	40	25
SLC25A23	27	49	65	23
SLC25A24	46	59	37	36
SLC25A25	22	29	27	20
SLC25A27	30	34	59	24
SLC25A28	19	51	36	33
SLC25A29	90	83	81	54
SLC25A3	53	61	68	50
SLC25A30	16	32	22	22
SLC25A31	15	26	13	19
SLC25A32	30	33	28	17
SLC25A33	23	32	30	21
SLC25A34	22	26	16	35
SLC25A35	10	33	16	19
SLC25A36	47	51	38	32
SLC25A37	29	25	12	9
SLC25A38	31	50	47	37
SLC25A39	32	49	62	56
SLC25A4	34	59	69	31
SLC25A40	28	25	28	16
SLC25A41	7	27	28	19
SLC25A42	5	12	11	7
SLC25A43	26	44	29	22
SLC25A44	21	32	28	32
SLC25A45	11	26	16	14
SLC25A46	66	101	100	67
SLC25A47	21	27	16	24
SLC25A48	8	18	16	8
SLC25A5-AS1,SLC25A5	81	103	65	72
SLC25A53	20	35	31	21
SLC25A6	233	171	139	327
SLC26A1	11	17	20	16
SLC26A10	32	45	26	40
SLC26A11	18	26	28	17
SLC26A2	19	36	26	19
SLC26A3	13	29	18	23
SLC26A4	12	25	50	9
SLC26A5	16	21	25	17
SLC26A6	20	24	21	11
SLC26A7	16	33	26	13
SLC26A8	16	18	13	10
SLC26A9	15	20	17	16
SLC27A1	28	28	26	21
SLC27A2	10	21	26	17
SLC27A3	30	35	41	22
SLC27A4	38	41	57	29
SLC27A5	9	18	23	23
SLC27A6	12	30	23	22
SLC28A1	14	33	15	15
SLC28A2	7	16	13	11
SLC28A3	9	25	25	13
SLC29A1	24	32	41	17
SLC29A2	9	28	20	16
SLC29A3	13	7	14	9
SLC29A4	49	47	85	64
SLC2A1	26	33	32	38
SLC2A10	16	17	13	17
SLC2A11	18	31	27	25
SLC2A12	11	26	21	11
SLC2A13	16	30	75	9
SLC2A14	30	96	49	55
SLC2A2	13	21	26	16
SLC2A3	27	30	15	14
SLC2A4	13	23	15	21
SLC2A4RG	11	25	13	10
SLC2A5	28	41	37	22
SLC2A6	14	35	43	21
SLC2A7	9	17	10	11
SLC2A8	23	38	21	32
SLC2A9	12	25	22	21
SLC30A1	23	37	27	18
SLC30A10	11	11	19	10
SLC30A2	17	23	22	16
SLC30A3	28	47	28	31
SLC30A4	10	9	18	6
SLC30A6	39	62	30	31
SLC30A7	27	41	26	27
SLC30A8	9	22	13	12
SLC30A9	48	77	61	49
SLC31A2	39	65	57	46
SLC32A1	19	31	18	22
SLC33A1	25	53	24	29
SLC34A1	5	21	9	14
SLC34A2	21	17	17	16
SLC34A3	21	40	19	30
SLC35A1	36	50	61	23
SLC35A2	18	36	30	12
SLC35A3	28	51	53	42
SLC35A4	22	36	24	27
SLC35A5	45	46	42	26
SLC35B1	21	30	35	30
SLC35B2	52	69	59	57
SLC35B3	31	33	34	33
SLC35B4	35	43	57	32
SLC35C1	27	29	36	19
SLC35C2	36	53	47	42
SLC35D1	29	34	36	28
SLC35D2	18	26	25	23
SLC35D3	19	27	16	21
SLC35E1	28	39	55	29
SLC35E2A	25	21	43	23
SLC35E2B	44	74	107	73
SLC35E3	29	40	41	29
SLC35E4	25	40	37	17
SLC35F1	35	57	128	61
SLC35F2	12	26	21	15
SLC35F3	23	25	21	15
SLC35F4	12	28	24	27
SLC35F5	52	49	48	23
SLC35F6	34	64	59	41
SLC35G1	17	23	15	25
SLC35G2	28	31	19	40
SLC35G3,SLC35G5,SLC35G6	14	26	16	15
SLC35G4,SLC35G3,SLC35G5	168	242	281	184
SLC36A1	32	26	61	28
SLC36A2	2	11	7	10
SLC36A3	13	30	16	17
SLC36A4	90	74	62	83
SLC37A1	7	27	23	17
SLC37A2	7	18	13	9
SLC37A3	38	58	84	42
SLC37A4	28	53	32	29
SLC38A1	77	110	190	85
SLC38A10	35	40	22	29
SLC38A11	15	32	24	30
SLC38A2	59	47	45	56
SLC38A3	29	34	23	23
SLC38A4	17	26	24	12
SLC38A5	32	38	33	26
SLC38A6	38	50	41	31
SLC38A7	13	30	18	21
SLC38A8	13	22	20	16
SLC38A9	25	32	33	31
SLC39A1	26	44	26	30
SLC39A10	71	73	76	62
SLC39A11	15	32	31	29
SLC39A12	16	19	29	18
SLC39A13	13	28	26	27
SLC39A14	4	16	12	5
SLC39A2	13	31	19	18
SLC39A3	29	47	45	31
SLC39A4	16	27	17	12
SLC39A5	11	29	15	14
SLC39A6	105	153	162	103
SLC39A7	29	31	45	26
SLC39A8	24	25	21	17
SLC39A9	32	49	41	20
SLC3A1	7	21	21	12
SLC3A2	48	77	47	46
SLC40A1	21	28	23	17
SLC41A1	34	34	32	24
SLC41A2	27	26	57	15
SLC41A3	47	39	88	56
SLC43A1	10	7	17	12
SLC43A2	25	41	36	16
SLC43A3	26	35	20	31
SLC44A1	31	39	34	21
SLC44A2	98	147	75	74
SLC44A3	14	27	13	18
SLC44A4	23	25	20	24
SLC44A5	24	47	120	21
SLC45A1	14	22	26	15
SLC45A2	17	28	23	19
SLC45A3	12	18	15	13
SLC45A4	23	29	19	22
SLC46A1	23	31	41	21
SLC46A2	8	38	16	9
SLC46A3	6	13	7	7
SLC47A1	16	26	7	9
SLC47A2	15	21	20	13
SLC48A1	50	56	46	45
SLC49A3	21	39	26	28
SLC49A4	31	22	35	19
SLC4A1	6	19	13	25
SLC4A10	11	34	63	23
SLC4A11	11	35	21	11
SLC4A1AP	25	52	28	29
SLC4A2	29	38	16	18
SLC4A3	30	37	52	38
SLC4A4	26	27	18	13
SLC4A5	15	33	35	22
SLC4A7	60	68	84	50
SLC4A8	31	34	61	33
SLC4A9	10	15	8	22
SLC50A1	37	34	21	24
SLC51A	10	29	14	10
SLC51B	7	11	6	11
SLC52A1	13	32	20	17
SLC52A2	25	54	40	38
SLC52A3	13	23	13	18
SLC5A1	18	31	23	20
SLC5A10,GRAP	8	41	18	21
SLC5A11	11	26	14	16
SLC5A12	5	11	4	7
SLC5A2	18	30	13	17
SLC5A3	57	56	77	38
SLC5A4	19	14	10	22
SLC5A5	21	48	27	24
SLC5A6	22	32	41	33
SLC5A7	20	32	23	15
SLC5A8	5	14	7	6
SLC5A9	16	25	21	15
SLC66A1	55	57	62	45
SLC66A1L	15	27	21	14
SLC66A2,KCNG2	31	41	49	42
SLC66A3	7	24	21	13
SLC6A1	72	89	45	40
SLC6A11	24	21	58	18
SLC6A12	15	17	19	13
SLC6A13	18	26	20	16
SLC6A14	21	46	20	20
SLC6A15	14	28	99	15
SLC6A16	2	1	1	4
SLC6A17	22	28	63	23
SLC6A18	8	9	11	10
SLC6A19	13	31	23	18
SLC6A2	20	32	21	24
SLC6A20	25	47	28	37
SLC6A3	17	26	20	25
SLC6A4	22	24	7	19
SLC6A5	9	11	7	6
SLC6A6	27	39	54	26
SLC6A7	13	21	12	19
SLC6A8	62	78	55	48
SLC6A9	10	31	36	23
SLC7A1	21	29	31	21
SLC7A10	15	23	16	10
SLC7A11	17	24	21	16
SLC7A13	12	17	19	19
SLC7A14	12	23	24	10
SLC7A2	22	31	17	20
SLC7A3	18	29	7	16
SLC7A4	10	18	10	15
SLC7A5	35	53	52	31
SLC7A6	25	33	61	28
SLC7A6OS	28	37	31	34
SLC7A7	16	26	9	23
SLC7A8	14	21	20	14
SLC7A9	16	25	18	18
SLC8A2	20	28	128	30
SLC8A3	14	24	38	15
SLC8B1	21	37	28	20
SLC9A1	16	26	27	9
SLC9A2	13	33	18	18
SLC9A3	14	16	17	12
SLC9A3R1	28	32	18	33
SLC9A3R2	31	30	38	26
SLC9A4	13	20	16	10
SLC9A5	11	34	21	16
SLC9A6	41	67	142	41
SLC9A7	23	21	26	22
SLC9A8	34	31	34	31
SLC9A9	6	20	10	10
SLC9B1	21	22	13	12
SLC9B2	17	24	29	11
SLC9C1	5	11	7	9
SLC9C2	5	4	12	6
SLCO1A2	10	24	11	20
SLCO1B1	16	22	10	12
SLCO1B3	6	17	11	9
SLCO1B7	19	25	19	20
SLCO1C1	16	38	21	22
SLCO2A1	10	19	17	13
SLCO2B1	26	28	21	21
SLCO3A1	10	15	46	17
SLCO4A1	12	20	27	7
SLCO4C1	9	14	7	8
SLCO5A1	29	63	47	34
SLCO6A1	20	24	10	21
SLF1	42	33	36	32
SLF2	40	76	49	49
SLFN11	21	22	17	5
SLFN12	10	19	16	16
SLFN12L	15	19	16	14
SLFN13	14	20	14	10
SLFN14	16	36	14	9
SLFN5	6	15	22	12
SLFNL1	37	49	31	28
SLIRP	49	68	55	66
SLIT1	68	149	155	35
SLIT2	21	28	39	18
SLIT3	22	30	13	11
SLITRK1	14	23	36	15
SLITRK2	55	30	55	39
SLITRK3	18	17	26	17
SLITRK4	10	33	68	16
SLITRK5	23	24	210	19
SLITRK6	13	23	12	18
SLK	1	6	4	4
SLMAP	27	32	35	21
SLN	13	20	14	16
SLPI	13	31	24	19
SLTM	51	63	41	52
SLU7	24	26	39	29
SLURP1	35	50	44	36
SLX1B-SULT1A4,SULT1A4,SULT1A3,SLX1A-SULT1A3	57	68	85	65
SLX1B,SLX1A,SLX1A-SULT1A3,SLX1B-SULT1A4	46	43	49	39
SLX4	13	17	20	18
SLX4IP	21	19	23	18
SMAD1	55	51	55	60
SMAD2	92	91	125	122
SMAD3	31	33	32	31
SMAD4	120	137	75	100
SMAD5	87	78	41	71
SMAD6	14	23	14	17
SMAD7	39	59	50	49
SMAD9	24	31	28	43
SMAGP	15	20	23	20
SMAP1	23	37	88	34
SMAP2	35	50	77	36
SMARCA1	47	85	97	43
SMARCA2	59	75	105	46
SMARCA4	125	122	167	139
SMARCA5	135	145	52	118
SMARCAD1	34	57	53	34
SMARCAL1	17	31	19	38
SMARCB1	111	124	102	118
SMARCC1	146	122	102	125
SMARCC2	120	151	167	107
SMARCD1	103	94	76	93
SMARCD2	11	30	25	21
SMARCD3	36	68	79	127
SMARCE1	131	175	126	148
SMC1A	132	86	79	106
SMC1B	13	15	13	10
SMC2	53	43	25	41
SMC3	59	82	59	49
SMC4	80	73	36	84
SMC5	36	40	32	32
SMC6	32	33	40	34
SMCHD1	50	63	57	33
SMCO1	18	24	19	13
SMCO2	10	18	19	13
SMCO3	16	31	11	12
SMCO4	27	29	19	26
SMCP	33	49	30	27
SMCR8	25	36	24	14
SMDT1	22	35	17	17
SMG1	75	81	94	56
SMG5	61	70	46	53
SMG6	39	55	53	45
SMG7	68	65	67	63
SMG8	24	36	31	20
SMG9	16	25	24	20
SMIM1	1	1	1	1
SMIM10	22	41	21	26
SMIM10L1	27	26	39	23
SMIM10L2A	18	22	30	15
SMIM10L2B	15	32	20	12
SMIM11B,SMIM11A	30	45	44	33
SMIM12	24	34	44	33
SMIM13	34	37	129	45
SMIM14	39	71	61	47
SMIM15	55	75	62	57
SMIM17,ZNF71-SMIM17	28	50	51	32
SMIM18	21	53	62	39
SMIM19	46	61	62	43
SMIM2	17	27	12	21
SMIM20	29	30	18	29
SMIM21	19	25	17	11
SMIM22	14	28	30	14
SMIM23	32	34	16	21
SMIM24	10	32	24	19
SMIM26	43	57	55	47
SMIM27	12	20	14	13
SMIM29	13	29	44	29
SMIM3	9	19	18	11
SMIM30	38	51	22	41
SMIM31	14	17	15	15
SMIM32	9	18	9	12
SMIM33	18	31	10	17
SMIM34A	18	26	18	15
SMIM35	11	25	20	17
SMIM38	19	32	20	21
SMIM4	19	37	25	30
SMIM40	11	28	6	17
SMIM5	17	31	12	19
SMIM6	21	23	14	17
SMIM7	41	82	49	72
SMIM8	51	65	56	45
SMIM9	10	31	17	13
SMKR1	16	31	27	15
SMLR1	14	37	17	16
SMN1,SMN2	55	70	58	54
SMNDC1	34	47	50	42
SMO	22	28	21	23
SMOC1	36	27	14	30
SMOC2	16	17	22	21
SMOX	24	25	23	24
SMPD1	22	40	40	32
SMPD2	16	27	26	26
SMPD3	24	52	72	28
SMPD4	62	68	64	58
SMPDL3A	17	36	43	26
SMPDL3B	14	24	20	25
SMPX	8	17	23	13
SMR3A	24	33	41	25
SMS	49	60	125	61
SMTN	17	41	24	23
SMTNL1	4	15	11	7
SMTNL2	14	20	21	19
SMUG1	17	29	28	22
SMURF1	14	14	9	9
SMURF2	51	58	60	35
SMYD1	20	31	25	22
SMYD2	35	51	41	49
SMYD3	26	34	28	19
SMYD4	25	41	37	39
SMYD5	26	31	38	26
SNAI1	27	38	26	34
SNAI2	22	24	43	15
SNAI3	13	25	18	12
SNAP23	25	48	18	23
SNAP25	35	113	163	52
SNAP29	37	42	39	29
SNAP91	48	83	165	59
SNAPC1	30	49	22	24
SNAPC2	23	34	50	24
SNAPC3	84	107	83	94
SNAPC4	35	45	53	31
SNAPC5	24	36	31	25
SNAPIN	31	50	35	31
SNCA	37	41	173	24
SNCAIP	101	122	33	123
SNCB	3	8	14	3
SND1	66	67	76	76
SNED1	21	21	20	12
SNF8	49	66	57	64
SNHG32	62	95	112	86
SNIP1	20	36	31	29
SNN	87	122	263	117
SNORC	18	30	27	20
SNPH	10	19	14	15
SNRK	56	69	67	42
SNRNP200	82	94	55	62
SNRNP25	8	16	21	7
SNRNP27	73	74	64	54
SNRNP35	40	58	51	47
SNRNP40	37	49	35	35
SNRNP48	22	29	31	24
SNRNP70	156	138	139	163
SNRPA	91	58	66	63
SNRPA1	56	68	66	71
SNRPB	63	60	42	61
SNRPB2	52	78	81	61
SNRPC	80	114	67	95
SNRPD1	38	39	44	36
SNRPD2	55	101	79	94
SNRPD3	133	156	142	147
SNRPE	13	29	34	19
SNRPF	122	130	107	108
SNRPG	153	142	115	126
SNRPN,SNURF	73	113	121	96
SNTA1	29	32	25	28
SNTB1	11	19	17	12
SNTB2	30	43	30	38
SNTG1	43	30	30	28
SNTG2	22	21	13	11
SNTN	9	25	12	13
SNU13	6	4	5	3
SNUPN	36	35	56	30
SNW1	81	85	72	71
SNX1	43	50	48	36
SNX10	15	26	39	10
SNX11	29	44	30	27
SNX12	48	69	79	54
SNX13	52	58	59	61
SNX16	28	41	43	23
SNX17	35	47	26	32
SNX18	7	16	13	18
SNX19	33	51	25	34
SNX2	55	72	68	63
SNX20	10	12	9	8
SNX21	23	35	27	22
SNX22	12	19	46	14
SNX24	5	1	1	2
SNX25	24	32	21	19
SNX29	14	27	31	21
SNX3	54	98	56	43
SNX30	32	36	45	23
SNX31	16	20	23	21
SNX32	9	19	15	16
SNX33	28	41	20	23
SNX4	40	80	106	49
SNX5	71	69	48	67
SNX6	76	97	63	56
SNX7	32	46	166	21
SNX8	22	21	19	11
SNX9	19	20	33	16
SOAT1	31	40	22	42
SOAT2	13	20	8	11
SOBP	22	36	94	16
SOCS1	721	1008	1146	830
SOCS2	18	21	46	33
SOCS3	10	20	18	12
SOCS4	38	50	38	51
SOCS5	39	65	44	34
SOCS6	21	38	24	17
SOCS7	43	58	67	55
SOD1	80	88	72	77
SOD2	43	58	60	45
SOD3	16	25	16	16
SOGA1	73	89	94	82
SOGA3	139	135	146	123
SOHLH1	15	31	17	20
SON	106	89	88	57
SORBS1	80	94	132	64
SORBS2	30	68	74	99
SORBS3	52	52	18	39
SORCS1	15	26	112	17
SORCS2	37	27	27	17
SORCS3	39	31	51	16
SORD2P,SORD	28	47	34	24
SORL1	16	47	106	51
SORT1	58	60	74	60
SOS1	67	80	68	68
SOS2	62	57	66	54
SOST	16	21	18	20
SOSTDC1	21	21	22	15
SOWAHA	17	30	27	15
SOWAHB	17	17	13	13
SOWAHC	37	40	48	27
SOWAHD	11	13	16	11
SOX1	294	291	32	175
SOX10	67	127	111	88
SOX11	421	650	418	741
SOX12	80	145	220	122
SOX13	11	18	15	11
SOX14	8	38	12	19
SOX15	17	19	13	19
SOX17	13	45	25	11
SOX18	16	35	19	22
SOX2	436	388	320	464
SOX21	53	62	22	67
SOX3	33	51	17	57
SOX30	11	25	24	16
SOX4	999	1097	833	1156
SOX5	65	73	149	81
SOX6	52	46	28	39
SOX7	12	24	19	21
SOX8	76	69	26	32
SOX9	268	184	53	200
SP1	48	64	40	59
SP100	12	23	22	26
SP110	19	27	20	20
SP140	12	19	12	17
SP140L	25	36	26	28
SP2	32	45	22	23
SP3	178	163	101	102
SP4	68	92	44	48
SP5	11	28	30	25
SP6	24	47	22	31
SP7	35	37	33	32
SP8	48	76	19	52
SP9	97	113	25	51
SPA17,SIAE	26	25	21	27
SPAAR	9	28	20	29
SPACA1	11	19	9	16
SPACA3	14	35	15	25
SPACA4	16	36	22	15
SPACA5	16	29	24	11
SPACA6	23	29	22	22
SPACA7	8	23	19	14
SPACA9	14	13	17	6
SPAG1	9	32	15	12
SPAG11A,SPAG11B	36	36	32	47
SPAG16	74	81	71	43
SPAG17	15	26	18	11
SPAG4	7	16	19	12
SPAG5	32	37	20	33
SPAG6	10	28	17	15
SPAG7	26	32	50	24
SPAG8	11	34	25	26
SPAG9	296	331	121	273
SPAM1	14	11	12	6
SPANXD,SPANXA1,SPANXA2,SPANXB1	16	51	22	19
SPANXD,SPANXA1,SPANXC,SPANXA2	71	80	103	62
SPANXD,SPANXC,SPANXB1	24	33	24	14
SPANXN1	9	29	13	21
SPANXN2	10	21	17	14
SPANXN3	22	28	25	10
SPANXN4	15	20	18	13
SPANXN5	11	18	13	8
SPARC	224	229	66	176
SPARCL1	11	21	13	12
SPART	53	55	32	42
SPAST	73	82	98	62
SPATA1	14	32	19	28
SPATA12	6	6	8	6
SPATA13	374	451	390	444
SPATA16	11	18	13	14
SPATA17	12	19	17	10
SPATA18	12	28	17	27
SPATA19	19	19	13	13
SPATA2	17	20	26	16
SPATA20	21	22	27	28
SPATA22	18	33	17	13
SPATA24	17	22	14	18
SPATA2L	38	47	51	44
SPATA3	12	27	23	24
SPATA31D1	22	26	27	19
SPATA31E1	12	26	21	18
SPATA32	12	20	14	20
SPATA33	35	40	47	30
SPATA4	17	26	18	10
SPATA45	18	21	22	20
SPATA46	4	13	8	8
SPATA48	8	20	9	9
SPATA5	51	39	33	27
SPATA5L1	30	38	41	39
SPATA6	16	41	19	34
SPATA6L	20	36	31	17
SPATA7	34	56	39	31
SPATA9	15	29	15	15
SPATC1	10	25	12	15
SPATC1L	18	27	20	27
SPATS1	13	29	14	12
SPATS2	53	64	52	49
SPATS2L	33	34	40	18
SPC25	71	24	18	21
SPCS1	8	4	9	5
SPCS2	9	23	12	16
SPCS3	58	66	89	44
SPDEF	20	23	18	17
SPDL1	52	53	41	54
SPDYA	18	27	23	22
SPDYC	14	24	12	9
SPDYE3	39	48	33	34
SPDYE4	11	28	12	9
SPDYE5	33	56	28	39
SPDYE6,SPDYE2,SPDYE2B	45	35	19	27
SPECC1	91	54	19	34
SPECC1L	60	56	57	42
SPECC1L-ADORA2A,ADORA2A	35	33	26	33
SPEF1	13	21	14	12
SPEF2	17	21	23	16
SPEG	49	44	70	32
SPEGNB	16	26	18	13
SPEM1	13	29	19	20
SPEM2	7	16	14	14
SPEM3	23	28	16	24
SPEN	124	138	93	81
SPESP1	10	27	18	20
SPG11	45	59	29	29
SPG21	21	29	25	36
SPG7	78	102	87	77
SPHK1	19	31	18	21
SPHK2	15	20	37	29
SPHKAP	22	32	50	15
SPI1	16	34	13	13
SPIB	97	139	126	103
SPIC	13	19	18	12
SPICE1	27	37	21	23
SPIDR	36	42	32	38
SPIN1	108	165	215	83
SPIN2A	13	12	21	15
SPIN2B	50	86	78	57
SPIN3	24	40	44	22
SPIN4	30	39	46	25
SPINDOC	31	38	43	19
SPINK1	11	27	22	24
SPINK13	7	20	25	11
SPINK14	14	26	26	6
SPINK2	13	19	13	20
SPINK4	12	14	18	13
SPINK5	17	24	14	16
SPINK6	16	30	23	22
SPINK7	16	23	11	17
SPINK8	7	20	16	10
SPINK9	16	25	13	16
SPINT1	20	25	35	10
SPINT2	17	41	92	23
SPINT3	12	19	15	10
SPINT4	11	13	10	12
SPIRE1	78	124	151	165
SPIRE2	14	31	46	31
SPN	20	45	35	25
SPNS1	20	34	37	39
SPNS2	15	18	28	21
SPNS3	14	20	19	14
SPO11	14	16	20	14
SPOCD1	15	22	7	9
SPOCK1	34	50	208	22
SPOCK2	11	21	22	21
SPOCK3	21	35	23	21
SPON1	16	16	37	15
SPON2	21	32	15	21
SPOP	51	69	66	64
SPOPL	42	35	30	23
SPP1	4	149	16	12
SPP2	18	31	15	18
SPPL2A	55	49	46	37
SPPL2B	45	30	57	34
SPPL2C	13	34	22	10
SPPL3	72	86	105	59
SPR	22	40	20	25
SPRED1	47	66	55	47
SPRED2	15	19	20	30
SPRED3	17	25	51	15
SPRR1A	18	30	28	28
SPRR1B	13	23	13	9
SPRR2A	25	37	23	24
SPRR2D,SPRR2B	26	35	32	23
SPRR2E	22	37	25	12
SPRR2F	20	27	25	20
SPRR2G	18	26	18	15
SPRR3	18	21	15	17
SPRR4	14	20	14	13
SPRTN	22	24	21	15
SPRY1	22	25	29	22
SPRY2	25	40	57	15
SPRY3	8	20	12	12
SPRY4	15	15	19	18
SPRYD3	32	41	42	27
SPRYD7	12	17	20	4
SPSB1	5	18	12	16
SPSB2	19	30	18	13
SPSB3	47	76	91	55
SPSB4	29	49	23	18
SPTA1	8	15	14	13
SPTAN1	167	272	579	219
SPTBN1	116	151	484	82
SPTBN2	67	77	174	87
SPTBN4	53	85	136	62
SPTBN5	10	16	6	10
SPTLC1	20	37	29	28
SPTLC2	32	40	43	25
SPTLC3	11	25	17	12
SPTSSA	19	22	13	20
SPTSSB	11	19	16	16
SPTY2D1	5	10	8	7
SPTY2D1OS	16	23	23	9
SPX,GYS2	13	11	14	16
SPZ1	19	33	18	17
SQLE	59	54	71	50
SQOR	12	19	13	9
SQSTM1	32	55	54	34
SRA1	17	25	28	14
SRARP	4	13	8	4
SRBD1	20	33	26	33
SRC	63	98	74	73
SRCAP	60	103	74	86
SRCIN1	34	48	99	42
SRD5A1	26	47	51	42
SRD5A2	12	31	15	15
SRD5A3	14	31	23	14
SREBF1	37	31	33	15
SREBF2	141	129	237	144
SREK1	106	127	79	92
SREK1IP1	39	55	41	30
SRF	45	45	61	68
SRFBP1	31	35	25	16
SRGAP1	58	104	258	94
SRGAP2,SRGAP2B,SRGAP2C,SRGAP2D	113	153	362	94
SRGAP3	62	123	135	104
SRGN	15	37	16	21
SRI	178	137	63	121
SRL	8	18	9	13
SRM	25	24	58	33
SRMS	11	31	13	19
SRP14	35	46	30	46
SRP54	33	46	33	16
SRP68,CCDC144A	85	70	49	50
SRP72	81	82	79	63
SRP9	140	173	144	186
SRPK1	53	51	70	43
SRPK2	29	34	50	26
SRPK3	12	25	15	13
SRPRA	38	63	36	31
SRPX	19	19	14	10
SRPX2,SYTL4	13	30	22	25
SRR	23	23	35	20
SRRM1	54	72	62	62
SRRM2	242	259	171	235
SRRM3	34	61	79	43
SRRM4	18	21	28	21
SRRM5	8	23	15	14
SRRT	89	71	73	94
SRSF1	323	289	266	332
SRSF10	128	125	106	121
SRSF11	141	167	137	118
SRSF12	19	32	30	18
SRSF2	110	107	87	184
SRSF3	34	38	29	27
SRSF4	98	101	69	100
SRSF5	357	373	363	458
SRSF6	245	177	103	195
SRSF7	101	103	96	70
SRSF8	24	39	32	32
SRSF9	137	146	125	119
SRXN1	16	39	26	24
SRY	9	24	13	16
SS18	50	74	42	41
SS18L1	71	80	94	75
SS18L2	26	53	34	31
SSB	58	56	52	22
SSBP1	85	106	81	77
SSBP2	85	169	425	80
SSBP3	83	101	235	88
SSBP4	58	89	188	66
SSC4D	29	34	21	18
SSC5D	17	19	25	20
SSH1	13	15	15	10
SSH2	38	78	43	41
SSH3	25	31	27	23
SSMEM1	16	20	18	15
SSNA1	27	44	46	34
SSPN	13	16	12	18
SSPO	14	25	28	19
SSR1	31	36	49	34
SSR2	62	133	138	80
SSR3,KCNAB1	41	52	51	39
SSR4	59	110	92	95
SSRP1	95	94	118	97
SST	13	47	31	32
SSTR1	9	23	130	16
SSTR2	21	40	39	54
SSTR3	17	27	17	22
SSTR4	42	41	31	33
SSTR5	15	30	22	17
SSU72	66	69	88	74
SSUH2	15	19	14	9
SSX1,SSX8P	15	19	15	10
SSX2,SSX2B	19	24	15	13
SSX2IP	15	30	111	42
SSX3	51	34	31	27
SSX4B,SSX4	18	19	17	13
SSX7,SSX5	9	21	10	4
ST13	82	117	77	84
ST14	11	20	27	14
ST18	40	25	17	15
ST20	20	40	36	20
ST3GAL1	20	33	64	21
ST3GAL2	43	48	40	62
ST3GAL3	26	31	33	21
ST3GAL4	36	42	35	31
ST3GAL5	18	26	35	19
ST3GAL6	14	24	39	25
ST6GAL1	25	39	61	19
ST6GAL2	29	47	128	45
ST6GALNAC1	4	5	4	5
ST6GALNAC2	18	30	22	17
ST6GALNAC3	22	40	53	28
ST6GALNAC4	12	18	24	17
ST6GALNAC5	16	28	24	19
ST6GALNAC6	45	60	68	37
ST7	49	86	109	57
ST7L	42	58	42	47
ST8SIA1,ARMC10	7276	11046	7503	6701
ST8SIA2	54	75	113	49
ST8SIA3	14	26	28	14
ST8SIA4	46	49	39	28
ST8SIA5	113	107	29	32
ST8SIA6	22	36	44	24
STAB1	16	42	21	19
STAB2	21	33	23	16
STAC	23	28	20	23
STAC2	10	24	19	15
